crop_name,date,farm_price,retail_price_pettah,retail_price_dambulla,average_spread,year,month,spread_pct,dambulla_premium,month_sin,month_cos
Beans,2004-11-01,60.71,78.06,85.85,21.24,2004,11,34.98594138372362,7.789999999999992,-0.5000000000000004,0.8660254037844384
Beans,2004-12-01,61.38,81.72,88.72,23.84,2004,12,38.83994975570258,7.0,-2.4492935982947064e-16,1.0
Beans,2005-01-01,66.14,86.45,86.9,20.54,2005,1,31.05529020972148,0.45000000000000284,0.49999999999999994,0.8660254037844387
Beans,2005-02-01,80.29,101.11,115.73,28.13,2005,2,35.03545268968403,14.620000000000005,0.8660254037844386,0.5000000000000001
Beans,2005-03-01,62.83,76.44,87.69,19.24,2005,3,30.62226544283711,11.25,1.0,6.123233995736766e-17
Beans,2005-04-01,75.47,92.27,104.24,22.78,2005,4,30.184139149146482,11.969999999999999,0.8660254037844387,-0.49999999999999983
Beans,2005-05-01,61.6,77.55,77.15,15.75,2005,5,25.56814031146053,-0.3999999999999915,0.49999999999999994,-0.8660254037844387
Beans,2005-06-01,73.72,101.06,100.2,26.91,2005,6,36.50293474913897,-0.8599999999999994,1.2246467991473532e-16,-1.0
Beans,2005-07-01,61.71,85.73,87.29,24.8,2005,7,40.18791089303048,1.5600000000000023,-0.4999999999999998,-0.8660254037844388
Beans,2005-08-01,58.91,74.21,81.81,19.1,2005,8,32.422284124454045,7.6000000000000085,-0.8660254037844384,-0.5000000000000004
Beans,2005-09-01,66.6,92.71,90.48,25.0,2005,9,37.53748117495319,-2.2299999999999898,-1.0,-1.8369701987210297e-16
Beans,2005-10-01,71.41,93.91,94.99,23.04,2005,10,32.264343559244416,1.0799999999999983,-0.8660254037844386,0.5000000000000001
Beans,2005-11-01,71.15,98.3,103.01,29.5,2005,11,41.461642358900406,4.710000000000008,-0.5000000000000004,0.8660254037844384
Beans,2005-12-01,62.84,84.35,80.16,19.41,2005,12,30.88792029293397,-4.189999999999998,-2.4492935982947064e-16,1.0
Beans,2006-01-01,60.05,82.96,81.82,22.34,2006,1,37.20226943835231,-1.1400000000000006,0.49999999999999994,0.8660254037844387
Beans,2006-02-01,68.48,93.65,93.3,24.99,2006,2,36.49235325298882,-0.3500000000000085,0.8660254037844386,0.5000000000000001
Beans,2006-03-01,73.04,93.73,101.3,24.47,2006,3,33.50214471228817,7.569999999999993,1.0,6.123233995736766e-17
Beans,2006-04-01,70.2,95.08,100.25,27.46,2006,4,39.11675339493818,5.170000000000002,0.8660254037844387,-0.49999999999999983
Beans,2006-05-01,79.8,101.09,106.57,24.03,2006,5,30.112744219618776,5.47999999999999,0.49999999999999994,-0.8660254037844387
Beans,2006-06-01,71.98,89.91,90.68,18.31,2006,6,25.437586221747395,0.7700000000000102,1.2246467991473532e-16,-1.0
Beans,2006-07-01,65.72,83.19,85.16,18.45,2006,7,28.07360305294727,1.9699999999999989,-0.4999999999999998,-0.8660254037844388
Beans,2006-08-01,74.12,102.19,96.07,25.01,2006,8,33.7425340764516,-6.1200000000000045,-0.8660254037844384,-0.5000000000000004
Beans,2006-09-01,67.21,91.77,90.48,23.92,2006,9,35.589889019656276,-1.289999999999992,-1.0,-1.8369701987210297e-16
Beans,2006-10-01,65.88,90.33,87.97,23.27,2006,10,35.321743591767465,-2.3599999999999994,-0.8660254037844386,0.5000000000000001
Beans,2006-11-01,75.5,99.33,103.21,25.77,2006,11,34.13240512264222,3.8799999999999955,-0.5000000000000004,0.8660254037844384
Beans,2006-12-01,68.69,88.38,94.52,22.76,2006,12,33.134323577924626,6.140000000000001,-2.4492935982947064e-16,1.0
Beans,2007-01-01,82.0,110.46,107.89,27.17,2007,1,33.13410593401716,-2.569999999999993,0.49999999999999994,0.8660254037844387
Beans,2007-02-01,74.91,97.63,99.92,23.86,2007,2,31.851512679865596,2.2900000000000063,0.8660254037844386,0.5000000000000001
Beans,2007-03-01,76.26,99.33,107.62,27.21,2007,3,35.68051969509612,8.290000000000006,1.0,6.123233995736766e-17
Beans,2007-04-01,92.99,118.33,123.21,27.78,2007,4,29.87414789316282,4.8799999999999955,0.8660254037844387,-0.49999999999999983
Beans,2007-05-01,75.03,103.12,102.51,27.79,2007,5,37.03846856128406,-0.6099999999999994,0.49999999999999994,-0.8660254037844387
Beans,2007-06-01,82.24,109.13,104.17,24.41,2007,6,29.681384142285822,-4.959999999999994,1.2246467991473532e-16,-1.0
Beans,2007-07-01,79.85,107.72,113.39,30.71,2007,7,38.4595636073092,5.670000000000002,-0.4999999999999998,-0.8660254037844388
Beans,2007-08-01,75.65,97.58,108.33,27.3,2007,8,36.08719618348158,10.75,-0.8660254037844384,-0.5000000000000004
Beans,2007-09-01,89.48,113.26,124.56,29.43,2007,9,32.88999453509774,11.299999999999997,-1.0,-1.8369701987210297e-16
Beans,2007-10-01,83.98,103.71,116.21,25.98,2007,10,30.935900290664097,12.5,-0.8660254037844386,0.5000000000000001
Beans,2007-11-01,89.33,122.23,123.93,33.75,2007,11,37.78121820080801,1.7000000000000028,-0.5000000000000004,0.8660254037844384
Beans,2007-12-01,78.53,99.43,99.95,21.16,2007,12,26.945082204148473,0.519999999999996,-2.4492935982947064e-16,1.0
Beans,2008-01-01,67.62,84.85,90.62,20.11,2008,1,29.739677995152324,5.77000000000001,0.49999999999999994,0.8660254037844387
Beans,2008-02-01,85.36,107.32,107.35,21.97,2008,2,25.7380204568645,0.030000000000001137,0.8660254037844386,0.5000000000000001
Beans,2008-03-01,85.01,114.81,117.75,31.27,2008,3,36.783864505511694,2.9399999999999977,1.0,6.123233995736766e-17
Beans,2008-04-01,82.79,105.02,113.36,26.4,2008,4,31.887870651201045,8.340000000000003,0.8660254037844387,-0.49999999999999983
Beans,2008-05-01,84.34,111.56,116.2,29.54,2008,5,35.02485768928422,4.640000000000001,0.49999999999999994,-0.8660254037844387
Beans,2008-06-01,86.75,116.66,117.81,30.48,2008,6,35.13540618396981,1.1500000000000057,1.2246467991473532e-16,-1.0
Beans,2008-07-01,96.56,121.89,135.73,32.25,2008,7,33.39888836072042,13.83999999999999,-0.4999999999999998,-0.8660254037844388
Beans,2008-08-01,78.25,104.12,108.4,28.01,2008,8,35.79548141152535,4.280000000000001,-0.8660254037844384,-0.5000000000000004
Beans,2008-09-01,75.05,91.79,97.34,19.52,2008,9,26.00929245930385,5.549999999999997,-1.0,-1.8369701987210297e-16
Beans,2008-10-01,78.6,95.78,101.8,20.19,2008,10,25.686990220114225,6.019999999999996,-0.8660254037844386,0.5000000000000001
Beans,2008-11-01,85.02,107.81,116.17,26.97,2008,11,31.721910465878068,8.36,-0.5000000000000004,0.8660254037844384
Beans,2008-12-01,81.54,113.09,108.55,29.28,2008,12,35.90871240040176,-4.540000000000006,-2.4492935982947064e-16,1.0
Beans,2009-01-01,77.02,107.26,100.46,26.84,2009,1,34.84804615937917,-6.800000000000011,0.49999999999999994,0.8660254037844387
Beans,2009-02-01,90.6,116.84,124.22,29.93,2009,2,33.03528362551476,7.3799999999999955,0.8660254037844386,0.5000000000000001
Beans,2009-03-01,85.54,107.31,121.87,29.05,2009,3,33.96068042941264,14.560000000000002,1.0,6.123233995736766e-17
Beans,2009-04-01,101.02,134.57,126.95,29.74,2009,4,29.439685765506074,-7.61999999999999,0.8660254037844387,-0.49999999999999983
Beans,2009-05-01,93.85,130.66,122.2,32.58,2009,5,34.71493370811539,-8.459999999999994,0.49999999999999994,-0.8660254037844387
Beans,2009-06-01,87.45,122.31,114.87,31.14,2009,6,35.60887866337488,-7.439999999999998,1.2246467991473532e-16,-1.0
Beans,2009-07-01,87.73,113.38,121.07,29.49,2009,7,33.614460715307516,7.689999999999998,-0.4999999999999998,-0.8660254037844388
Beans,2009-08-01,101.92,126.16,131.18,26.75,2009,8,26.246049601599687,5.02000000000001,-0.8660254037844384,-0.5000000000000004
Beans,2009-09-01,77.85,100.78,105.67,25.38,2009,9,32.60111419253155,4.890000000000001,-1.0,-1.8369701987210297e-16
Beans,2009-10-01,76.11,102.85,103.46,27.04,2009,10,35.527479270162566,0.6099999999999994,-0.8660254037844386,0.5000000000000001
Beans,2009-11-01,75.26,92.02,105.17,23.33,2009,11,30.999161574326894,13.150000000000006,-0.5000000000000004,0.8660254037844384
Beans,2009-12-01,80.76,111.06,109.72,29.63,2009,12,36.688909498626174,-1.3400000000000034,-2.4492935982947064e-16,1.0
Beans,2010-01-01,88.38,121.54,127.95,36.37,2010,1,41.151797746325244,6.409999999999997,0.49999999999999994,0.8660254037844387
Beans,2010-02-01,99.78,119.77,138.79,29.5,2010,2,29.565013464608676,19.019999999999996,0.8660254037844386,0.5000000000000001
Beans,2010-03-01,94.49,128.47,136.98,38.24,2010,3,40.46984816398756,8.509999999999991,1.0,6.123233995736766e-17
Beans,2010-04-01,96.26,127.23,139.19,36.95,2010,4,38.38558239602909,11.959999999999994,0.8660254037844387,-0.49999999999999983
Beans,2010-05-01,85.56,106.08,122.74,28.85,2010,5,33.718988173225604,16.659999999999997,0.49999999999999994,-0.8660254037844387
Beans,2010-06-01,104.19,130.7,150.34,36.33,2010,6,34.8689558796853,19.640000000000015,1.2246467991473532e-16,-1.0
Beans,2010-07-01,93.76,114.16,132.8,29.72,2010,7,31.697918410923194,18.640000000000015,-0.4999999999999998,-0.8660254037844388
Beans,2010-08-01,114.5,155.95,161.81,44.38,2010,8,38.75979147616465,5.860000000000014,-0.8660254037844384,-0.5000000000000004
Beans,2010-09-01,80.21,104.01,111.39,27.49,2010,9,34.27249186823106,7.3799999999999955,-1.0,-1.8369701987210297e-16
Beans,2010-10-01,85.22,112.47,107.9,24.97,2010,10,29.30059927176804,-4.569999999999993,-0.8660254037844386,0.5000000000000001
Beans,2010-11-01,100.55,125.91,133.23,29.02,2010,11,28.86123434984152,7.319999999999993,-0.5000000000000004,0.8660254037844384
Beans,2010-12-01,82.3,109.71,104.2,24.66,2010,12,29.96351158747073,-5.509999999999991,-2.4492935982947064e-16,1.0
Beans,2011-01-01,100.53,135.62,133.76,34.16,2011,1,33.97987269484462,-1.8600000000000136,0.49999999999999994,0.8660254037844387
Beans,2011-02-01,118.36,151.67,149.81,32.38,2011,2,27.357192161885635,-1.8599999999999852,0.8660254037844386,0.5000000000000001
Beans,2011-03-01,119.79,164.0,167.72,46.07,2011,3,38.45893775862947,3.719999999999999,1.0,6.123233995736766e-17
Beans,2011-04-01,113.29,158.04,143.9,37.68,2011,4,33.25974643856788,-14.139999999999986,0.8660254037844387,-0.49999999999999983
Beans,2011-05-01,104.04,127.4,144.49,31.9,2011,5,30.661254650850967,17.090000000000003,0.49999999999999994,-0.8660254037844387
Beans,2011-06-01,100.32,129.33,130.42,29.56,2011,6,29.465680357176677,1.089999999999975,1.2246467991473532e-16,-1.0
Beans,2011-07-01,93.5,118.42,118.45,24.94,2011,7,26.67376826334945,0.030000000000001137,-0.4999999999999998,-0.8660254037844388
Beans,2011-08-01,111.5,152.06,143.99,36.53,2011,8,32.76230245533412,-8.069999999999993,-0.8660254037844384,-0.5000000000000004
Beans,2011-09-01,91.12,121.58,131.32,35.33,2011,9,38.77300398046095,9.739999999999995,-1.0,-1.8369701987210297e-16
Beans,2011-10-01,98.53,129.39,141.38,36.85,2011,10,37.399738760033735,11.990000000000009,-0.8660254037844386,0.5000000000000001
Beans,2011-11-01,105.76,145.3,132.53,33.16,2011,11,31.353979430806127,-12.77000000000001,-0.5000000000000004,0.8660254037844384
Beans,2011-12-01,85.35,108.07,119.74,28.56,2011,12,33.46217520541862,11.670000000000002,-2.4492935982947064e-16,1.0
Beans,2012-01-01,101.73,135.55,136.7,34.39,2012,1,33.80513731923983,1.1499999999999773,0.49999999999999994,0.8660254037844387
Beans,2012-02-01,95.13,116.53,122.74,24.51,2012,2,25.76471589959435,6.209999999999994,0.8660254037844386,0.5000000000000001
Beans,2012-03-01,90.6,125.44,124.0,34.12,2012,3,37.66000258277861,-1.4399999999999977,1.0,6.123233995736766e-17
Beans,2012-04-01,120.51,149.51,166.43,37.46,2012,4,31.08453150399842,16.920000000000016,0.8660254037844387,-0.49999999999999983
Beans,2012-05-01,119.1,151.1,159.42,36.16,2012,5,30.36101564986091,8.319999999999993,0.49999999999999994,-0.8660254037844387
Beans,2012-06-01,104.07,128.06,150.34,35.13,2012,6,33.75609324868527,22.28,1.2246467991473532e-16,-1.0
Beans,2012-07-01,94.85,122.89,124.15,28.67,2012,7,30.22664182747304,1.2600000000000051,-0.4999999999999998,-0.8660254037844388
Beans,2012-08-01,89.44,117.33,118.05,28.25,2012,8,31.58538507895228,0.7199999999999989,-0.8660254037844384,-0.5000000000000004
Beans,2012-09-01,116.62,146.33,148.63,30.86,2012,9,26.461990685996668,2.299999999999983,-1.0,-1.8369701987210297e-16
Beans,2012-10-01,112.03,151.37,147.16,37.24,2012,10,33.241066463387966,-4.210000000000008,-0.8660254037844386,0.5000000000000001
Beans,2012-11-01,107.13,141.1,136.64,31.74,2012,11,29.627527650958974,-4.460000000000008,-0.5000000000000004,0.8660254037844384
Beans,2012-12-01,111.65,150.1,145.92,36.36,2012,12,32.56602546706183,-4.180000000000007,-2.4492935982947064e-16,1.0
Beans,2013-01-01,95.83,123.29,134.38,33.01,2013,1,34.44637958219807,11.08999999999999,0.49999999999999994,0.8660254037844387
Beans,2013-02-01,112.73,146.44,160.86,40.92,2013,2,36.29908959541418,14.420000000000016,0.8660254037844386,0.5000000000000001
Beans,2013-03-01,111.17,137.29,157.32,36.13,2013,3,32.4997458849097,20.03,1.0,6.123233995736766e-17
Beans,2013-04-01,124.18,156.74,176.1,42.24,2013,4,34.015111922119566,19.359999999999985,0.8660254037844387,-0.49999999999999983
Beans,2013-05-01,135.22,168.62,188.65,43.42,2013,5,32.11061077458159,20.03,0.49999999999999994,-0.8660254037844387
Beans,2013-06-01,119.45,148.21,153.64,31.47,2013,6,26.345729304538047,5.429999999999978,1.2246467991473532e-16,-1.0
Beans,2013-07-01,120.04,161.79,159.27,40.49,2013,7,33.7303950929731,-2.519999999999982,-0.4999999999999998,-0.8660254037844388
Beans,2013-08-01,131.06,172.69,186.34,48.46,2013,8,36.975402887682826,13.650000000000006,-0.8660254037844384,-0.5000000000000004
Beans,2013-09-01,106.43,133.26,150.1,35.25,2013,9,33.120329681171015,16.840000000000003,-1.0,-1.8369701987210297e-16
Beans,2013-10-01,114.46,154.88,144.97,35.47,2013,10,30.988964713467837,-9.909999999999997,-0.8660254037844386,0.5000000000000001
Beans,2013-11-01,98.9,126.55,141.58,35.16,2013,11,35.55102573202655,15.030000000000015,-0.5000000000000004,0.8660254037844384
Beans,2013-12-01,122.64,161.27,157.51,36.75,2013,12,29.965728990762404,-3.7600000000000193,-2.4492935982947064e-16,1.0
Beans,2014-01-01,112.36,155.45,152.08,41.4,2014,1,36.845819823941056,-3.369999999999976,0.49999999999999994,0.8660254037844387
Beans,2014-02-01,142.26,191.49,185.54,46.26,2014,2,32.517902068113266,-5.950000000000017,0.8660254037844386,0.5000000000000001
Beans,2014-03-01,132.53,177.24,169.17,40.67,2014,3,30.68736837895693,-8.070000000000022,1.0,6.123233995736766e-17
Beans,2014-04-01,114.09,139.23,149.75,30.4,2014,4,26.64560728757359,10.52000000000001,0.8660254037844387,-0.49999999999999983
Beans,2014-05-01,121.61,158.5,174.73,45.0,2014,5,37.00350546541776,16.22999999999999,0.49999999999999994,-0.8660254037844387
Beans,2014-06-01,110.3,154.01,156.4,44.9,2014,6,40.70712537885278,2.390000000000015,1.2246467991473532e-16,-1.0
Beans,2014-07-01,108.33,150.31,153.37,43.51,2014,7,40.16427567222775,3.0600000000000023,-0.4999999999999998,-0.8660254037844388
Beans,2014-08-01,128.93,167.65,185.09,47.44,2014,8,36.795131625586265,17.439999999999998,-0.8660254037844384,-0.5000000000000004
Beans,2014-09-01,94.54,129.97,125.86,33.37,2014,9,35.297191350548594,-4.109999999999999,-1.0,-1.8369701987210297e-16
Beans,2014-10-01,112.86,150.4,154.76,39.72,2014,10,35.19401453658113,4.359999999999985,-0.8660254037844386,0.5000000000000001
Beans,2014-11-01,121.36,147.65,158.86,31.9,2014,11,26.285410114197333,11.210000000000008,-0.5000000000000004,0.8660254037844384
Beans,2014-12-01,123.07,148.91,169.16,35.97,2014,12,29.227245285410508,20.25,-2.4492935982947064e-16,1.0
Beans,2015-01-01,123.33,148.03,165.8,33.59,2015,1,27.235849156045443,17.77000000000001,0.49999999999999994,0.8660254037844387
Beans,2015-02-01,149.93,180.71,211.25,46.05,2015,2,30.714312869797322,30.539999999999992,0.8660254037844386,0.5000000000000001
Beans,2015-03-01,150.17,197.48,189.03,43.09,2015,3,28.694127526052128,-8.449999999999989,1.0,6.123233995736766e-17
Beans,2015-04-01,160.22,220.89,204.36,52.4,2015,4,32.70501017038436,-16.529999999999973,0.8660254037844387,-0.49999999999999983
Beans,2015-05-01,113.06,141.1,143.1,29.04,2015,5,25.685454019587812,2.0,0.49999999999999994,-0.8660254037844387
Beans,2015-06-01,108.38,136.05,142.97,31.13,2015,6,28.722985123652773,6.9199999999999875,1.2246467991473532e-16,-1.0
Beans,2015-07-01,103.3,134.01,144.91,36.16,2015,7,35.00480638450495,10.900000000000006,-0.4999999999999998,-0.8660254037844388
Beans,2015-08-01,141.17,170.99,177.21,32.93,2015,8,23.32646927359264,6.219999999999999,-0.8660254037844384,-0.5000000000000004
Beans,2015-09-01,140.68,171.6,180.65,35.44,2015,9,25.19190702878374,9.050000000000011,-1.0,-1.8369701987210297e-16
Beans,2015-10-01,113.2,151.85,163.4,44.42,2015,10,39.240248020982314,11.550000000000011,-0.8660254037844386,0.5000000000000001
Beans,2015-11-01,103.15,129.23,129.04,25.98,2015,11,25.18659700766165,-0.18999999999999773,-0.5000000000000004,0.8660254037844384
Beans,2015-12-01,127.92,174.15,161.23,39.77,2015,12,31.089719285710377,-12.920000000000016,-2.4492935982947064e-16,1.0
Beans,2016-01-01,126.12,154.34,171.84,36.97,2016,1,29.31332912041776,17.5,0.49999999999999994,0.8660254037844387
Beans,2016-02-01,168.45,210.43,230.18,51.86,2016,2,30.786565279569437,19.75,0.8660254037844386,0.5000000000000001
Beans,2016-03-01,143.84,173.0,192.89,39.1,2016,3,27.182962192045196,19.889999999999986,1.0,6.123233995736766e-17
Beans,2016-04-01,168.31,202.06,216.32,40.88,2016,4,24.28850080892353,14.259999999999991,0.8660254037844387,-0.49999999999999983
Beans,2016-05-01,125.35,153.67,176.95,39.96,2016,5,31.878714097555566,23.28,0.49999999999999994,-0.8660254037844387
Beans,2016-06-01,143.32,183.25,197.98,47.3,2016,6,33.00304702550444,14.72999999999999,1.2246467991473532e-16,-1.0
Beans,2016-07-01,121.73,169.35,157.78,41.83,2016,7,34.3629061341443,-11.569999999999993,-0.4999999999999998,-0.8660254037844388
Beans,2016-08-01,141.65,189.01,199.69,52.7,2016,8,37.20435072054308,10.680000000000007,-0.8660254037844384,-0.5000000000000004
Beans,2016-09-01,126.53,160.8,165.53,36.64,2016,9,28.95753658615618,4.72999999999999,-1.0,-1.8369701987210297e-16
Beans,2016-10-01,128.38,175.79,164.13,41.58,2016,10,32.38819723617601,-11.659999999999997,-0.8660254037844386,0.5000000000000001
Beans,2016-11-01,125.59,175.49,165.58,44.95,2016,11,35.79103766937043,-9.909999999999997,-0.5000000000000004,0.8660254037844384
Beans,2016-12-01,144.9,201.14,187.76,49.55,2016,12,34.19597363976974,-13.379999999999995,-2.4492935982947064e-16,1.0
Beans,2017-01-01,117.0,145.98,166.46,39.22,2017,1,33.52133887065054,20.480000000000018,0.49999999999999994,0.8660254037844387
Beans,2017-02-01,183.55,243.75,264.4,70.52,2017,2,38.42002810131947,20.649999999999977,0.8660254037844386,0.5000000000000001
Beans,2017-03-01,148.45,194.14,192.87,45.06,2017,3,30.35363398205862,-1.2699999999999818,1.0,6.123233995736766e-17
Beans,2017-04-01,119.54,145.79,167.04,36.87,2017,4,30.84320658925331,21.25,0.8660254037844387,-0.49999999999999983
