crop_name,date,farm_price,retail_price_pettah,retail_price_dambulla,average_spread,year,month,spread_pct,dambulla_premium,month_sin,month_cos,temp_mean,temp_max,temp_min,rain_sum,rain_days,sunshine_mean_hours,radiation_mean,et0_mean,wind_speed_max,farm_price_lag1,farm_price_lag2,farm_price_lag3,farm_price_ma3,rain_sum_lag1,rain_sum_lag2,temp_mean_lag1
Beans,2010-11-01,100.55,125.91,133.23,29.02,2010,11,28.86123434984152,7.319999999999993,-0.5000000000000004,0.8660254037844384,24.464197530864197,32.2,13.7,375.0592592592592,26.703703703703702,8.210342170781892,14.95035802469136,3.0094691358024694,31.7,85.22,80.21,114.5,88.66000000000001,210.63703703703703,185.2185185185185,25.488291517323777
Beans,2010-12-01,82.3,109.71,104.2,24.66,2010,12,29.96351158747073,-5.509999999999991,-2.4492935982947064e-16,1.0,23.63237753882915,30.4,12.3,478.24074074074076,25.444444444444443,6.248732145227664,12.087502986857825,2.504826762246117,44.1,100.55,85.22,80.21,89.35666666666667,375.0592592592592,210.63703703703703,24.464197530864197
Beans,2011-01-01,100.53,135.62,133.76,34.16,2011,1,33.97987269484462,-1.8600000000000136,0.49999999999999994,0.8660254037844387,23.309318996415772,29.9,10.0,377.9555555555555,21.25925925925926,6.860116985264835,13.278458781362007,2.7479689366786144,39.8,82.3,100.55,85.22,94.46,478.24074074074076,375.0592592592592,23.63237753882915
Beans,2011-02-01,118.36,151.67,149.81,32.38,2011,2,27.357192161885635,-1.8599999999999852,0.8660254037844386,0.5000000000000001,24.098148148148148,31.7,13.1,281.75555555555553,14.185185185185185,8.1077059707525,16.28414021164021,3.3464021164021167,36.3,100.53,82.3,100.55,100.39666666666666,377.9555555555555,478.24074074074076,23.309318996415772
Beans,2011-03-01,119.79,164.0,167.72,46.07,2011,3,38.45893775862947,3.719999999999999,1.0,6.123233995736766e-17,25.415890083632018,35.7,12.7,79.2925925925926,16.074074074074073,10.637956013540423,21.56808841099164,4.439450418160096,30.5,118.36,100.53,82.3,112.89333333333333,281.75555555555553,377.9555555555555,24.098148148148148
Beans,2011-04-01,113.29,158.04,143.9,37.68,2011,4,33.25974643856788,-14.139999999999986,0.8660254037844387,-0.49999999999999983,25.76320987654321,35.7,13.0,207.73703703703703,22.962962962962962,9.720265562414264,20.033617283950615,4.145567901234568,31.5,119.79,118.36,100.53,117.14666666666666,79.2925925925926,281.75555555555553,25.415890083632018
Beans,2011-05-01,104.04,127.4,144.49,31.9,2011,5,30.661254650850967,17.090000000000003,0.49999999999999994,-0.8660254037844387,26.61373954599761,35.7,14.2,81.60740740740741,17.333333333333332,10.89341501061994,21.225173237753886,4.574217443249701,40.8,113.29,119.79,118.36,112.37333333333333,207.73703703703703,79.2925925925926,25.76320987654321
Beans,2011-06-01,100.32,129.33,130.42,29.56,2011,6,29.465680357176677,1.089999999999975,1.2246467991473532e-16,-1.0,26.950493827160496,37.0,14.5,60.029629629629625,13.777777777777779,10.838705425240056,20.47843209876543,4.773728395061728,44.2,104.04,113.29,119.79,105.88333333333333,81.60740740740741,207.73703703703703,26.61373954599761
Beans,2011-07-01,93.5,118.42,118.45,24.94,2011,7,26.67376826334945,0.030000000000001137,-0.4999999999999998,-0.8660254037844388,26.418040621266428,35.6,15.1,114.77407407407408,19.77777777777778,10.305884322315148,19.09958183990442,4.394587813620071,43.6,100.32,104.04,113.29,99.28666666666668,60.029629629629625,81.60740740740741,26.950493827160496
Beans,2011-08-01,111.5,152.06,143.99,36.53,2011,8,32.76230245533412,-8.069999999999993,-0.8660254037844384,-0.5000000000000004,26.163201911589006,35.5,14.9,123.93333333333332,21.444444444444443,10.277780177220231,19.317921146953406,4.386236559139785,41.5,93.5,100.32,104.04,101.77333333333333,114.77407407407408,60.029629629629625,26.418040621266428
Beans,2011-09-01,91.12,121.58,131.32,35.33,2011,9,38.77300398046095,9.739999999999995,-1.0,-1.8369701987210297e-16,26.394567901234566,36.8,13.5,128.13333333333335,16.77777777777778,10.440950826474623,20.307703703703705,4.630888888888889,41.0,111.5,93.5,100.32,98.70666666666666,123.93333333333332,114.77407407407408,26.163201911589006
Beans,2011-10-01,98.53,129.39,141.38,36.85,2011,10,37.399738760033735,11.990000000000009,-0.8660254037844386,0.5000000000000001,25.554599761051374,36.4,14.0,290.7444444444444,25.25925925925926,9.106757062259392,17.938697729988053,3.7755077658303464,29.1,91.12,111.5,93.5,100.38333333333333,128.13333333333335,123.93333333333332,26.394567901234566
Beans,2011-11-01,105.76,145.3,132.53,33.16,2011,11,31.353979430806127,-12.77000000000001,-0.5000000000000004,0.8660254037844384,24.60037037037037,30.9,13.2,227.7037037037037,23.185185185185187,8.755125891632373,15.819074074074075,3.190111111111111,38.0,98.53,91.12,111.5,98.47000000000001,290.7444444444444,128.13333333333335,25.554599761051374
Beans,2011-12-01,85.35,108.07,119.74,28.56,2011,12,33.46217520541862,11.670000000000002,-2.4492935982947064e-16,1.0,24.174551971326164,30.6,12.7,238.3296296296296,19.0,8.318002937076862,15.13463560334528,3.1733094384707288,41.7,105.76,98.53,91.12,96.54666666666667,227.7037037037037,290.7444444444444,24.60037037037037
Beans,2012-01-01,101.73,135.55,136.7,34.39,2012,1,33.80513731923983,1.1499999999999773,0.49999999999999994,0.8660254037844387,24.00310633213859,32.2,11.7,41.87407407407407,8.11111111111111,10.526879619673437,19.145698924731185,3.9631421744324973,32.9,85.35,105.76,98.53,97.61333333333334,238.3296296296296,227.7037037037037,24.174551971326164
Beans,2012-02-01,95.13,116.53,122.74,24.51,2012,2,25.76471589959435,6.209999999999994,0.8660254037844386,0.5000000000000001,24.737164750957856,33.1,11.5,88.37407407407407,11.62962962962963,9.96542747623102,19.20183908045977,4.065938697318008,34.4,101.73,85.35,105.76,94.07000000000001,41.87407407407407,238.3296296296296,24.00310633213859
Beans,2012-03-01,90.6,125.44,124.0,34.12,2012,3,37.66000258277861,-1.4399999999999977,1.0,6.123233995736766e-17,26.114814814814814,35.8,12.7,62.56666666666667,11.037037037037036,11.041847268684455,23.043142174432496,4.872556750298686,25.6,95.13,101.73,85.35,95.82,88.37407407407407,41.87407407407407,24.737164750957856
Beans,2012-04-01,120.51,149.51,166.43,37.46,2012,4,31.08453150399842,16.920000000000016,0.8660254037844387,-0.49999999999999983,26.094197530864196,35.0,14.2,151.7296296296296,22.814814814814813,9.937619732510289,19.906234567901233,4.172765432098766,34.8,90.6,95.13,101.73,102.08,62.56666666666667,88.37407407407407,26.114814814814814
Beans,2012-05-01,119.1,151.1,159.42,36.16,2012,5,30.36101564986091,8.319999999999993,0.49999999999999994,-0.8660254037844387,27.31612903225806,37.4,13.0,38.32962962962962,9.703703703703704,10.995511419753086,22.113142174432497,5.193488649940263,46.5,120.51,90.6,95.13,110.07,151.7296296296296,62.56666666666667,26.094197530864196
Beans,2012-06-01,104.07,128.06,150.34,35.13,2012,6,33.75609324868527,22.28,1.2246467991473532e-16,-1.0,26.930617283950617,37.3,15.5,72.88888888888889,15.481481481481481,10.494983017832647,19.584814814814816,4.750666666666667,44.5,119.1,120.51,90.6,114.56,38.32962962962962,151.7296296296296,27.31612903225806
Beans,2012-07-01,94.85,122.89,124.15,28.67,2012,7,30.22664182747304,1.2600000000000051,-0.4999999999999998,-0.8660254037844388,26.741338112305854,37.4,15.2,91.75555555555556,16.555555555555557,10.725608117615826,20.296356033452806,4.737252090800478,40.1,104.07,119.1,120.51,106.00666666666666,72.88888888888889,38.32962962962962,26.930617283950617
Beans,2012-08-01,89.44,117.33,118.05,28.25,2012,8,31.58538507895228,0.7199999999999989,-0.8660254037844384,-0.5000000000000004,26.55149342891278,37.0,14.8,106.80740740740741,18.14814814814815,10.462001473516526,19.9221027479092,4.753954599761052,40.9,94.85,104.07,119.1,96.11999999999999,91.75555555555556,72.88888888888889,26.741338112305854
Beans,2012-09-01,116.62,146.33,148.63,30.86,2012,9,26.461990685996668,2.299999999999983,-1.0,-1.8369701987210297e-16,26.46827160493827,36.9,14.8,113.72962962962963,19.25925925925926,10.030292259945131,19.901728395061728,4.575271604938272,38.2,89.44,94.85,104.07,100.30333333333333,106.80740740740741,91.75555555555556,26.55149342891278
Beans,2012-10-01,112.03,151.37,147.16,37.24,2012,10,33.241066463387966,-4.210000000000008,-0.8660254037844386,0.5000000000000001,25.311230585424134,38.1,13.8,449.9777777777778,25.77777777777778,8.247822464489579,16.84641577060932,3.593273596176822,46.0,116.62,89.44,94.85,106.03000000000002,113.72962962962963,106.80740740740741,26.46827160493827
Beans,2012-11-01,107.13,141.1,136.64,31.74,2012,11,29.627527650958974,-4.460000000000008,-0.5000000000000004,0.8660254037844384,24.764074074074077,31.6,14.0,291.1888888888889,20.59259259259259,8.831181690672153,16.15237037037037,3.3229135802469134,41.6,112.03,116.62,89.44,111.92666666666668,449.9777777777778,113.72962962962963,25.311230585424134
Beans,2012-12-01,111.65,150.1,145.92,36.36,2012,12,32.56602546706183,-4.180000000000007,-2.4492935982947064e-16,1.0,24.22437275985663,30.7,11.7,206.9148148148148,19.962962962962962,8.388824093986461,14.450955794504182,2.998279569892473,39.6,107.13,112.03,116.62,110.27,291.1888888888889,449.9777777777778,24.764074074074077
Beans,2013-01-01,95.83,123.29,134.38,33.01,2013,1,34.44637958219807,11.08999999999999,0.49999999999999994,0.8660254037844387,24.042652329749103,32.2,10.8,214.65925925925924,11.037037037037036,8.49450116155582,16.101481481481482,3.4447311827956986,31.9,111.65,107.13,112.03,104.87,206.9148148148148,291.1888888888889,24.22437275985663
Beans,2013-02-01,112.73,146.44,160.86,40.92,2013,2,36.29908959541418,14.420000000000016,0.8660254037844386,0.5000000000000001,24.672883597883597,32.8,12.2,111.08148148148148,13.11111111111111,9.777058847736626,19.015753968253968,3.9231613756613757,29.5,95.83,111.65,107.13,106.73666666666666,214.65925925925924,206.9148148148148,24.042652329749103
Beans,2013-03-01,111.17,137.29,157.32,36.13,2013,3,32.4997458849097,20.03,1.0,6.123233995736766e-17,25.66057347670251,34.6,13.9,153.78518518518518,18.25925925925926,10.352612066905616,20.766630824372758,4.285304659498208,26.6,112.73,95.83,111.65,106.57666666666667,111.08148148148148,214.65925925925924,24.672883597883597
Beans,2013-04-01,124.18,156.74,176.1,42.24,2013,4,34.015111922119566,19.359999999999985,0.8660254037844387,-0.49999999999999983,26.996913580246915,36.5,14.6,82.41111111111111,15.481481481481481,10.709399595336075,21.9620987654321,4.685876543209877,31.6,111.17,112.73,95.83,116.02666666666669,153.78518518518518,111.08148148148148,25.66057347670251
Beans,2013-05-01,135.22,168.62,188.65,43.42,2013,5,32.11061077458159,20.03,0.49999999999999994,-0.8660254037844387,26.8389486260454,36.3,14.9,143.0814814814815,19.74074074074074,9.638459176290986,19.227825567502986,4.32221027479092,45.7,124.18,111.17,112.73,123.52333333333333,82.41111111111111,153.78518518518518,26.996913580246915
Beans,2013-06-01,119.45,148.21,153.64,31.47,2013,6,26.345729304538047,5.429999999999978,1.2246467991473532e-16,-1.0,25.994074074074074,34.6,15.4,170.0888888888889,19.85185185185185,9.694006200274348,17.583827160493826,4.057296296296296,43.2,135.22,124.18,111.17,126.28333333333332,143.0814814814815,82.41111111111111,26.8389486260454
Beans,2013-07-01,120.04,161.79,159.27,40.49,2013,7,33.7303950929731,-2.519999999999982,-0.4999999999999998,-0.8660254037844388,26.04826762246117,36.2,15.2,102.04444444444444,17.0,10.26724616686579,18.919187574671447,4.3469414575866185,43.0,119.45,135.22,124.18,124.90333333333335,170.0888888888889,143.0814814814815,25.994074074074074
Beans,2013-08-01,131.06,172.69,186.34,48.46,2013,8,36.975402887682826,13.650000000000006,-0.8660254037844384,-0.5000000000000004,26.133213859020312,37.5,14.3,106.14444444444445,18.074074074074073,10.622712196336122,20.584492234169655,4.578936678614098,39.6,120.04,119.45,135.22,123.51666666666667,102.04444444444444,170.0888888888889,26.04826762246117
Beans,2013-09-01,106.43,133.26,150.1,35.25,2013,9,33.120329681171015,16.840000000000003,-1.0,-1.8369701987210297e-16,25.803086419753086,36.5,13.9,122.63703703703703,17.62962962962963,9.680483124142661,18.931222222222225,4.218827160493827,40.6,131.06,120.04,119.45,119.17666666666668,106.14444444444445,102.04444444444444,26.133213859020312
Beans,2013-10-01,114.46,154.88,144.97,35.47,2013,10,30.988964713467837,-9.909999999999997,-0.8660254037844386,0.5000000000000001,25.8415770609319,36.0,13.3,180.94444444444446,19.444444444444443,9.920446226602948,19.132138590203105,4.223010752688172,36.1,106.43,131.06,120.04,117.31666666666666,122.63703703703703,106.14444444444445,25.803086419753086
Beans,2013-11-01,98.9,126.55,141.58,35.16,2013,11,35.55102573202655,15.030000000000015,-0.5000000000000004,0.8660254037844384,24.765925925925927,31.5,12.4,167.89629629629633,20.22222222222222,9.901379499314128,17.46762962962963,3.5697901234567904,40.2,114.46,106.43,131.06,106.59666666666668,180.94444444444446,122.63703703703703,25.8415770609319
Beans,2013-12-01,122.64,161.27,157.51,36.75,2013,12,29.965728990762404,-3.7600000000000193,-2.4492935982947064e-16,1.0,24.01027479091995,31.3,13.1,162.94444444444446,15.481481481481481,8.190521113766096,14.278112305854242,3.0887574671445637,40.0,98.9,114.46,106.43,112.0,167.89629629629633,180.94444444444446,24.765925925925927
Beans,2014-01-01,112.36,155.45,152.08,41.4,2014,1,36.845819823941056,-3.369999999999976,0.49999999999999994,0.8660254037844387,23.94109916367981,32.5,11.7,131.15555555555554,13.555555555555555,9.34556176158237,16.36010752688172,3.4371804062126645,41.5,122.64,98.9,114.46,111.30000000000001,162.94444444444446,167.89629629629633,24.01027479091995
Beans,2014-02-01,142.26,191.49,185.54,46.26,2014,2,32.517902068113266,-5.950000000000017,0.8660254037844386,0.5000000000000001,24.89920634920635,35.9,9.7,18.8,5.333333333333333,10.92148025793651,21.56505291005291,4.585925925925926,29.6,112.36,122.64,98.9,125.75333333333333,131.15555555555554,162.94444444444446,23.94109916367981
Beans,2014-03-01,132.53,177.24,169.17,40.67,2014,3,30.68736837895693,-8.070000000000022,1.0,6.123233995736766e-17,26.361170848267623,37.2,12.2,34.196296296296296,5.925925925925926,10.952933014735166,22.873548387096776,5.147072879330945,28.1,142.26,112.36,122.64,129.04999999999998,18.8,131.15555555555554,24.89920634920635
Beans,2014-04-01,114.09,139.23,149.75,30.4,2014,4,26.64560728757359,10.52000000000001,0.8660254037844387,-0.49999999999999983,26.7458024691358,37.2,13.6,152.52592592592592,17.296296296296298,10.610301241426612,21.791827160493828,4.638111111111111,25.2,132.53,142.26,112.36,129.62666666666667,34.196296296296296,18.8,26.361170848267623
Beans,2014-05-01,121.61,158.5,174.73,45.0,2014,5,37.00350546541776,16.22999999999999,0.49999999999999994,-0.8660254037844387,26.574671445639186,35.2,15.0,169.88148148148144,20.51851851851852,9.93649666799416,19.42304659498208,4.1792592592592595,39.3,114.09,132.53,142.26,122.74333333333334,152.52592592592592,34.196296296296296,26.7458024691358
Beans,2014-06-01,110.3,154.01,156.4,44.9,2014,6,40.70712537885278,2.390000000000015,1.2246467991473532e-16,-1.0,27.230493827160494,36.2,15.6,75.25925925925925,15.444444444444445,10.797738693415639,20.258123456790127,4.799592592592592,41.0,121.61,114.09,132.53,115.33333333333333,169.88148148148144,152.52592592592592,26.574671445639186
Beans,2014-07-01,108.33,150.31,153.37,43.51,2014,7,40.16427567222775,3.0600000000000023,-0.4999999999999998,-0.8660254037844388,26.96941457586619,36.8,15.3,73.40370370370371,15.592592592592593,10.71005141046064,20.10921146953405,4.85078853046595,39.0,110.3,121.61,114.09,113.41333333333334,75.25925925925925,169.88148148148144,27.230493827160494
Beans,2014-08-01,128.93,167.65,185.09,47.44,2014,8,36.795131625586265,17.439999999999998,-0.8660254037844384,-0.5000000000000004,26.11589008363202,36.3,14.0,129.73703703703703,20.0,10.03903343289526,19.2368458781362,4.3563560334528075,41.8,108.33,110.3,121.61,115.85333333333334,73.40370370370371,75.25925925925925,26.96941457586619
Beans,2014-09-01,94.54,129.97,125.86,33.37,2014,9,35.297191350548594,-4.109999999999999,-1.0,-1.8369701987210297e-16,26.094814814814814,37.2,14.6,160.03333333333333,20.77777777777778,10.29222377914952,20.17385185185185,4.477555555555556,40.1,128.93,108.33,110.3,110.60000000000001,129.73703703703703,73.40370370370371,26.11589008363202
Beans,2014-10-01,112.86,150.4,154.76,39.72,2014,10,35.19401453658113,4.359999999999985,-0.8660254037844386,0.5000000000000001,25.124133811230585,33.5,14.5,379.1629629629629,28.074074074074073,8.895012322447897,17.07173237753883,3.4983512544802866,37.9,94.54,128.93,108.33,112.11000000000001,160.03333333333333,129.73703703703703,26.094814814814814
Beans,2014-11-01,121.36,147.65,158.86,31.9,2014,11,26.285410114197333,11.210000000000008,-0.5000000000000004,0.8660254037844384,24.40691358024691,31.6,12.9,339.6814814814815,22.88888888888889,7.338499725651578,14.214506172839506,2.9098148148148146,39.0,112.86,94.54,128.93,109.58666666666669,379.1629629629629,160.03333333333333,25.124133811230585
Beans,2014-12-01,123.07,148.91,169.16,35.97,2014,12,29.227245285410508,20.25,-2.4492935982947064e-16,1.0,23.95137395459976,30.7,13.6,532.0333333333333,27.037037037037038,6.568287976237887,12.152485065710872,2.4931780167264037,40.0,121.36,112.86,94.54,119.09666666666668,339.6814814814815,379.1629629629629,24.40691358024691
Beans,2015-01-01,123.33,148.03,165.8,33.59,2015,1,27.235849156045443,17.77000000000001,0.49999999999999994,0.8660254037844387,24.391756272401434,33.2,12.1,32.10740740740741,7.592592592592593,10.502823702376213,18.87594982078853,3.954408602150538,30.5,123.07,121.36,112.86,122.58666666666666,532.0333333333333,339.6814814814815,23.95137395459976
Beans,2015-02-01,149.93,180.71,211.25,46.05,2015,2,30.714312869797322,30.539999999999992,0.8660254037844386,0.5000000000000001,24.457010582010582,34.7,10.4,93.92592592592592,13.74074074074074,10.328361654908877,19.483002645502644,4.039828042328042,33.2,123.33,123.07,121.36,132.11,32.10740740740741,532.0333333333333,24.391756272401434
Beans,2015-03-01,150.17,197.48,189.03,43.09,2015,3,28.694127526052128,-8.449999999999989,1.0,6.123233995736766e-17,25.695579450418162,35.2,11.0,84.23703703703703,11.814814814814815,10.76329743130227,22.61729988052569,4.7389486260454,26.6,149.93,123.33,123.07,141.14333333333335,93.92592592592592,32.10740740740741,24.457010582010582
Beans,2015-04-01,160.22,220.89,204.36,52.4,2015,4,32.70501017038436,-16.529999999999973,0.8660254037844387,-0.49999999999999983,26.122839506172838,35.1,14.4,201.55555555555554,23.37037037037037,10.262591769547326,20.982123456790124,4.3398518518518525,24.6,150.17,149.93,123.33,153.44000000000003,84.23703703703703,93.92592592592592,25.695579450418162
Beans,2015-05-01,113.06,141.1,143.1,29.04,2015,5,25.685454019587812,2.0,0.49999999999999994,-0.8660254037844387,26.43094384707288,34.3,15.2,178.8259259259259,22.555555555555557,10.002322003185983,19.305830346475506,4.072939068100359,43.7,160.22,150.17,149.93,141.15,201.55555555555554,84.23703703703703,26.122839506172838
Beans,2015-06-01,108.38,136.05,142.97,31.13,2015,6,28.722985123652773,6.9199999999999875,1.2246467991473532e-16,-1.0,26.698024691358025,35.8,15.1,103.0037037037037,17.14814814814815,10.34859715020576,19.485444444444447,4.364913580246913,46.7,113.06,160.22,150.17,127.22000000000003,178.8259259259259,201.55555555555554,26.43094384707288
Beans,2015-07-01,103.3,134.01,144.91,36.16,2015,7,35.00480638450495,10.900000000000006,-0.4999999999999998,-0.8660254037844388,26.75627240143369,36.4,14.6,86.6962962962963,16.40740740740741,10.644947477764504,19.966547192353644,4.646487455197133,38.2,108.38,113.06,160.22,108.24666666666667,103.0037037037037,178.8259259259259,26.698024691358025
Beans,2015-08-01,141.17,170.99,177.21,32.93,2015,8,23.32646927359264,6.219999999999999,-0.8660254037844384,-0.5000000000000004,26.590083632019116,36.2,14.9,112.4962962962963,18.666666666666668,10.723101148280898,20.643727598566308,4.654898446833931,39.3,103.3,108.38,113.06,117.61666666666667,86.6962962962963,103.0037037037037,26.75627240143369
Beans,2015-09-01,140.68,171.6,180.65,35.44,2015,9,25.19190702878374,9.050000000000011,-1.0,-1.8369701987210297e-16,26.04555555555556,37.0,14.9,183.8777777777778,22.666666666666668,9.439200600137173,18.515641975308643,4.0424444444444445,40.8,141.17,103.3,108.38,128.38333333333335,112.4962962962963,86.6962962962963,26.590083632019116
Beans,2015-10-01,113.2,151.85,163.4,44.42,2015,10,39.240248020982314,11.550000000000011,-0.8660254037844386,0.5000000000000001,25.31935483870968,34.1,14.6,488.0888888888888,28.074074074074073,8.062620496482145,16.338637992831543,3.3829032258064515,38.6,140.68,141.17,103.3,131.68333333333334,183.8777777777778,112.4962962962963,26.04555555555556
Beans,2015-11-01,103.15,129.23,129.04,25.98,2015,11,25.18659700766165,-0.18999999999999773,-0.5000000000000004,0.8660254037844384,24.75172839506173,31.2,14.6,372.6592592592592,26.59259259259259,8.015063124142662,14.546234567901235,2.939864197530864,44.7,113.2,140.68,141.17,119.01000000000003,488.0888888888888,183.8777777777778,25.31935483870968
Beans,2015-12-01,127.92,174.15,161.23,39.77,2015,12,31.089719285710377,-12.920000000000016,-2.4492935982947064e-16,1.0,24.736081242532855,31.2,12.4,251.9148148148148,22.40740740740741,8.835831073277578,14.967132616487454,3.0635722819593787,33.3,103.15,113.2,140.68,114.7566666666667,372.6592592592592,488.0888888888888,24.75172839506173
Beans,2016-01-01,126.12,154.34,171.84,36.97,2016,1,29.31332912041776,17.5,0.49999999999999994,0.8660254037844387,24.99163679808841,33.6,12.4,32.54074074074074,8.11111111111111,10.499397992167795,18.714743130227,4.010071684587813,33.8,127.92,103.15,113.2,119.06333333333335,251.9148148148148,372.6592592592592,24.736081242532855
Beans,2016-02-01,168.45,210.43,230.18,51.86,2016,2,30.786565279569437,19.75,0.8660254037844386,0.5000000000000001,25.845466155810982,35.3,11.4,35.737037037037034,8.407407407407407,10.57882929615439,20.39846743295019,4.45367816091954,32.2,126.12,127.92,103.15,140.83,32.54074074074074,251.9148148148148,24.99163679808841
Beans,2016-03-01,143.84,173.0,192.89,39.1,2016,3,27.182962192045196,19.889999999999986,1.0,6.123233995736766e-17,27.301911589008363,37.4,14.2,35.2962962962963,8.0,11.166788357891942,23.19941457586619,5.134707287933094,26.7,168.45,126.12,127.92,146.13666666666668,35.737037037037034,32.54074074074074,25.845466155810982
Beans,2016-04-01,168.31,202.06,216.32,40.88,2016,4,24.28850080892353,14.259999999999991,0.8660254037844387,-0.49999999999999983,27.98493827160494,38.0,15.0,71.91111111111111,14.962962962962964,10.944782026748971,22.621925925925925,4.977925925925926,31.0,143.84,168.45,126.12,160.20000000000002,35.2962962962963,35.737037037037034,27.301911589008363
Beans,2016-05-01,125.35,153.67,176.95,39.96,2016,5,31.878714097555566,23.28,0.49999999999999994,-0.8660254037844387,26.69510155316607,35.9,16.0,460.4074074074074,24.11111111111111,8.456143664542678,16.913584229390683,3.669665471923536,45.5,168.31,143.84,168.45,145.83333333333337,71.91111111111111,35.2962962962963,27.98493827160494
Beans,2016-06-01,143.32,183.25,197.98,47.3,2016,6,33.00304702550444,14.72999999999999,1.2246467991473532e-16,-1.0,26.669629629629632,35.6,15.3,93.5,17.51851851851852,10.096888892318242,18.93088888888889,4.3085555555555555,46.9,125.35,168.31,143.84,145.66,460.4074074074074,71.91111111111111,26.69510155316607
Beans,2016-07-01,121.73,169.35,157.78,41.83,2016,7,34.3629061341443,-11.569999999999993,-0.4999999999999998,-0.8660254037844388,26.59390681003584,37.6,15.2,99.44074074074072,16.37037037037037,10.414703195937875,19.63237753882915,4.491517323775389,39.2,143.32,125.35,168.31,130.13333333333335,93.5,460.4074074074074,26.669629629629632
Beans,2016-08-01,141.65,189.01,199.69,52.7,2016,8,37.20435072054308,10.680000000000007,-0.8660254037844384,-0.5000000000000004,26.63811230585424,36.8,15.3,72.67407407407407,16.37037037037037,10.85600315279437,20.868924731182798,4.77041816009558,35.9,121.73,143.32,125.35,135.5666666666667,99.44074074074072,93.5,26.59390681003584
